epoch,train_loss,learning_rate,elapsed_seconds,cumulative_elapsed_seconds
35,0.24686054633536808,0.0006617787621833373,16.53893149999203,576.4697772999934
36,0.25456159782241766,0.0006444055001329362,16.51594420001493,592.9857215000084
37,0.2510562185460413,0.0006268402245046444,16.511612799979048,609.4973342999874
38,0.2439112149074044,0.0006091063727029877,16.519150500011165,626.0164847999986
39,0.24391175701584614,0.0005912276070642285,16.522615199995926,642.5390999999945
40,0.2537589925275722,0.0005732277832836349,16.530468399985693,659.0695683999802
41,0.23284997444757274,0.0005551309185847484,16.520908999984385,675.5904773999646
42,0.23838144330911235,0.0005369611596731235,16.525001299974974,692.1154786999396
43,0.23115166979776303,0.0005187427505173007,16.512664900015807,708.6281435999554
44,0.22812902874929805,0.0005005000000000002,16.518897100002505,725.1470406999579
45,0.2281052740946622,0.00048225724948269973,16.534946900006616,741.6819875999645
46,0.2288405609802461,0.00046403884032687677,16.54855919998954,758.230546799954
47,0.22906961879679855,0.000445869081415252,16.53290689998539,774.7634536999394
48,0.22445975600833623,0.0004277722167163652,16.54217540001264,791.3056290999521
49,0.2163119793567859,0.0004097723929357717,16.556186600006185,807.8618156999582
50,0.21289044324780854,0.0003918936272970125,16.56069299997762,824.4225086999359
51,0.21472745178870753,0.0003741597754953556,16.516241400007857,840.9387500999437
52,0.21159966520860163,0.0003565944998670641,16.512618300010217,857.4513683999539
53,0.20660372204344038,0.00033922123781666264,16.505800399987493,873.9571687999414
54,0.20872900078833942,0.00032206317054433433,16.52307669998845,890.4802454999299
55,0.20700098311817142,0.00030514319211516727,16.51850239999476,906.9987478999246
56,0.20633026180972516,0.00028848387891153033,16.50582870002836,923.504576599953
57,0.1991664936215105,0.00027210745950933315,16.50877089999267,940.0133474999457
58,0.20008901359749512,0.000256035785018363,16.502146700018784,956.5154941999645
59,0.19985432471607772,0.00024029029992627895,16.500861699983943,973.0163558999484
60,0.19914655513326887,0.0002248920134851623,16.51970220002113,989.5360580999695
61,0.1954135809775809,0.0002098614716788027,16.519767399993725,1006.0558254999632
62,0.19238509636529735,0.00019521872980812435,16.527376799989725,1022.583202299953
63,0.19090362743172848,0.00018098332573133395,16.523504499986302,1039.1067067999393
64,0.19027112634249135,0.0001671742537944915,16.517164399992907,1055.6238711999322
65,0.18359974110630198,0.00015380993948729344,16.49775999999838,1072.1216311999306
66,0.1875843763561316,0.0001409082148578812,16.5244706000085,1088.646101799939
67,0.181903342545872,0.00012848629471948103,16.526976299996022,1105.173078099935
68,0.18266620298086758,0.00011656075368062336,16.524223200016422,1121.6973012999515
69,0.18483002945570878,0.00010514750402958763,16.53524839997408,1138.2325496999256
70,0.17903597715874792,9.42617745025851e-05,16.537230400019325,1154.769780099945
71,0.1727107950079609,8.391808996400603e-05,16.511250299983658,1171.2810303999286
72,0.18044571431589798,7.413025202584545e-05,16.49835149999126,1187.7793818999198
73,0.17474888034269842,6.491132063216804e-05,16.517367799999192,1204.296749699919
74,0.17198353638531458,5.6273596633181826e-05,16.54027400002815,1220.8370236999472
75,0.17547962604693965,4.822860537217325e-05,16.529171100002714,1237.3661947999499
76,0.1763188467479088,4.078708130720491e-05,16.530986300000222,1253.89718109995
77,0.17135299311977037,3.39589536880923e-05,16.52584940000088,1270.423030499951
78,0.16735478962810946,2.775333330777409e-05,16.52462720000767,1286.9476576999587
79,0.175053268566098,2.217850034575127e-05,16.52022190002026,1303.467879599979
80,0.16766297554885837,1.7241893319816103e-05,16.502276599989273,1319.9701561999682
81,0.16566571971060526,1.2950099160814427e-05,16.513402800017502,1336.4835589999857
82,0.16315482787682978,9.308844423681693e-06,16.538438700023107,1353.0219977000088
83,0.16726291274100963,6.3229876464824815e-06,16.50989259997732,1369.5318902999861
84,0.16439842348787145,3.996512867647019e-06,16.52645920001669,1386.0583495000028
85,0.16545324484017535,2.332524310055953e-06,16.51223730001948,1402.5705868000223
86,0.16486267063399435,1.3332422390654242e-06,16.51659839999047,1419.0871852000128
