image_path,mask_path,class,class_id,num_masks,use_phase1,fold,split
benign\benign (144).png,benign\benign (144)_mask.png,benign,0,1,1,3,train
benign\benign (145).png,benign\benign (145)_mask.png,benign,0,1,1,3,train
benign\benign (147).png,benign\benign (147)_mask.png,benign,0,1,1,3,train
benign\benign (148).png,benign\benign (148)_mask.png,benign,0,1,1,3,train
benign\benign (15).png,benign\benign (15)_mask.png,benign,0,1,1,3,train
benign\benign (151).png,benign\benign (151)_mask.png,benign,0,1,1,3,train
benign\benign (152).png,benign\benign (152)_mask.png,benign,0,1,1,3,train
benign\benign (153).png,benign\benign (153)_mask.png,benign,0,1,1,3,train
benign\benign (155).png,benign\benign (155)_mask.png,benign,0,1,1,3,train
benign\benign (156).png,benign\benign (156)_mask.png,benign,0,1,1,3,train
benign\benign (158).png,benign\benign (158)_mask.png,benign,0,1,1,3,train
benign\benign (16).png,benign\benign (16)_mask.png,benign,0,1,1,3,train
benign\benign (160).png,benign\benign (160)_mask.png,benign,0,1,1,3,train
benign\benign (161).png,benign\benign (161)_mask.png,benign,0,1,1,3,train
benign\benign (164).png,benign\benign (164)_mask.png,benign,0,1,1,3,train
benign\benign (167).png,benign\benign (167)_mask.png,benign,0,1,1,3,train
benign\benign (168).png,benign\benign (168)_mask.png,benign,0,1,1,3,train
benign\benign (169).png,benign\benign (169)_mask.png,benign,0,1,1,3,train
benign\benign (170).png,benign\benign (170)_mask.png,benign,0,1,1,3,train
benign\benign (174).png,benign\benign (174)_mask.png,benign,0,1,1,3,train
benign\benign (176).png,benign\benign (176)_mask.png,benign,0,1,1,3,train
benign\benign (177).png,benign\benign (177)_mask.png,benign,0,1,1,3,train
benign\benign (178).png,benign\benign (178)_mask.png,benign,0,1,1,3,train
benign\benign (179).png,benign\benign (179)_mask.png,benign,0,1,1,3,train
benign\benign (18).png,benign\benign (18)_mask.png,benign,0,1,1,3,train
benign\benign (180).png,benign\benign (180)_mask.png,benign,0,1,1,3,train
benign\benign (185).png,benign\benign (185)_mask.png,benign,0,1,1,3,train
benign\benign (186).png,benign\benign (186)_mask.png,benign,0,1,1,3,train
benign\benign (187).png,benign\benign (187)_mask.png,benign,0,1,1,3,train
benign\benign (188).png,benign\benign (188)_mask.png,benign,0,1,1,3,train
benign\benign (189).png,benign\benign (189)_mask.png,benign,0,1,1,3,train
benign\benign (19).png,benign\benign (19)_mask.png,benign,0,1,1,3,train
benign\benign (193).png,benign\benign (193)_mask.png,benign,0,1,1,3,train
benign\benign (194).png,benign\benign (194)_mask.png,benign,0,1,1,3,train
benign\benign (197).png,benign\benign (197)_mask.png,benign,0,1,1,3,train
benign\benign (199).png,benign\benign (199)_mask.png,benign,0,1,1,3,train
benign\benign (2).png,benign\benign (2)_mask.png,benign,0,1,1,3,train
benign\benign (200).png,benign\benign (200)_mask.png,benign,0,1,1,3,train
benign\benign (201).png,benign\benign (201)_mask.png,benign,0,1,1,3,train
benign\benign (202).png,benign\benign (202)_mask.png,benign,0,1,1,3,train
benign\benign (203).png,benign\benign (203)_mask.png,benign,0,1,1,3,train
benign\benign (204).png,benign\benign (204)_mask.png,benign,0,1,1,3,train
benign\benign (207).png,benign\benign (207)_mask.png,benign,0,1,1,3,train
benign\benign (210).png,benign\benign (210)_mask.png,benign,0,1,1,3,train
benign\benign (211).png,benign\benign (211)_mask.png,benign,0,1,1,3,train
benign\benign (212).png,benign\benign (212)_mask.png,benign,0,1,1,3,train
benign\benign (214).png,benign\benign (214)_mask.png,benign,0,1,1,3,train
benign\benign (215).png,benign\benign (215)_mask.png,benign,0,1,1,3,train
benign\benign (217).png,benign\benign (217)_mask.png,benign,0,1,1,3,train
benign\benign (218).png,benign\benign (218)_mask.png,benign,0,1,1,3,train
benign\benign (22).png,benign\benign (22)_mask.png,benign,0,1,1,3,train
benign\benign (220).png,benign\benign (220)_mask.png,benign,0,1,1,3,train
benign\benign (222).png,benign\benign (222)_mask.png,benign,0,1,1,3,train
benign\benign (223).png,benign\benign (223)_mask.png,benign,0,1,1,3,train
benign\benign (224).png,benign\benign (224)_mask.png,benign,0,1,1,3,train
benign\benign (227).png,benign\benign (227)_mask.png,benign,0,1,1,3,train
benign\benign (228).png,benign\benign (228)_mask.png,benign,0,1,1,3,train
benign\benign (23).png,benign\benign (23)_mask.png,benign,0,1,1,3,train
benign\benign (230).png,benign\benign (230)_mask.png,benign,0,1,1,3,train
benign\benign (231).png,benign\benign (231)_mask.png,benign,0,1,1,3,train
benign\benign (232).png,benign\benign (232)_mask.png,benign,0,1,1,3,train
benign\benign (233).png,benign\benign (233)_mask.png,benign,0,1,1,3,train
benign\benign (234).png,benign\benign (234)_mask.png,benign,0,1,1,3,train
benign\benign (235).png,benign\benign (235)_mask.png,benign,0,1,1,3,train
benign\benign (236).png,benign\benign (236)_mask.png,benign,0,1,1,3,train
benign\benign (237).png,benign\benign (237)_mask.png,benign,0,1,1,3,train
benign\benign (238).png,benign\benign (238)_mask.png,benign,0,1,1,3,train
benign\benign (239).png,benign\benign (239)_mask.png,benign,0,1,1,3,train
benign\benign (24).png,benign\benign (24)_mask.png,benign,0,1,1,3,train
benign\benign (240).png,benign\benign (240)_mask.png,benign,0,1,1,3,train
benign\benign (241).png,benign\benign (241)_mask.png,benign,0,1,1,3,train
benign\benign (248).png,benign\benign (248)_mask.png,benign,0,1,1,3,train
benign\benign (249).png,benign\benign (249)_mask.png,benign,0,1,1,3,train
benign\benign (251).png,benign\benign (251)_mask.png,benign,0,1,1,3,train
benign\benign (252).png,benign\benign (252)_mask.png,benign,0,1,1,3,train
benign\benign (254).png,benign\benign (254)_mask.png,benign,0,1,1,3,train
benign\benign (255).png,benign\benign (255)_mask.png,benign,0,1,1,3,train
benign\benign (257).png,benign\benign (257)_mask.png,benign,0,1,1,3,train
benign\benign (258).png,benign\benign (258)_mask.png,benign,0,1,1,3,train
benign\benign (260).png,benign\benign (260)_mask.png,benign,0,1,1,3,train
benign\benign (261).png,benign\benign (261)_mask.png,benign,0,1,1,3,train
benign\benign (262).png,benign\benign (262)_mask.png,benign,0,1,1,3,train
benign\benign (263).png,benign\benign (263)_mask.png,benign,0,1,1,3,train
benign\benign (264).png,benign\benign (264)_mask.png,benign,0,1,1,3,train
benign\benign (265).png,benign\benign (265)_mask.png,benign,0,1,1,3,train
benign\benign (268).png,benign\benign (268)_mask.png,benign,0,1,1,3,train
benign\benign (27).png,benign\benign (27)_mask.png,benign,0,1,1,3,train
benign\benign (270).png,benign\benign (270)_mask.png,benign,0,1,1,3,train
benign\benign (273).png,benign\benign (273)_mask.png,benign,0,1,1,3,train
benign\benign (274).png,benign\benign (274)_mask.png,benign,0,1,1,3,train
benign\benign (275).png,benign\benign (275)_mask.png,benign,0,1,1,3,train
benign\benign (276).png,benign\benign (276)_mask.png,benign,0,1,1,3,train
benign\benign (277).png,benign\benign (277)_mask.png,benign,0,1,1,3,train
benign\benign (278).png,benign\benign (278)_mask.png,benign,0,1,1,3,train
benign\benign (279).png,benign\benign (279)_mask.png,benign,0,1,1,3,train
benign\benign (28).png,benign\benign (28)_mask.png,benign,0,1,1,3,train
benign\benign (280).png,benign\benign (280)_mask.png,benign,0,1,1,3,train
benign\benign (281).png,benign\benign (281)_mask.png,benign,0,1,1,3,train
benign\benign (282).png,benign\benign (282)_mask.png,benign,0,1,1,3,train
benign\benign (283).png,benign\benign (283)_mask.png,benign,0,1,1,3,train
benign\benign (286).png,benign\benign (286)_mask.png,benign,0,1,1,3,train
benign\benign (288).png,benign\benign (288)_mask.png,benign,0,1,1,3,train
benign\benign (289).png,benign\benign (289)_mask.png,benign,0,1,1,3,train
benign\benign (29).png,benign\benign (29)_mask.png,benign,0,1,1,3,train
benign\benign (290).png,benign\benign (290)_mask.png,benign,0,1,1,3,train
benign\benign (291).png,benign\benign (291)_mask.png,benign,0,1,1,3,train
benign\benign (292).png,benign\benign (292)_mask.png,benign,0,1,1,3,train
benign\benign (293).png,benign\benign (293)_mask.png,benign,0,1,1,3,train
benign\benign (294).png,benign\benign (294)_mask.png,benign,0,1,1,3,train
benign\benign (295).png,benign\benign (295)_mask.png,benign,0,1,1,3,train
benign\benign (298).png,benign\benign (298)_mask.png,benign,0,1,1,3,train
benign\benign (299).png,benign\benign (299)_mask.png,benign,0,1,1,3,train
benign\benign (30).png,benign\benign (30)_mask.png,benign,0,1,1,3,train
benign\benign (300).png,benign\benign (300)_mask.png,benign,0,1,1,3,train
benign\benign (301).png,benign\benign (301)_mask.png,benign,0,1,1,3,train
benign\benign (303).png,benign\benign (303)_mask.png,benign,0,1,1,3,train
benign\benign (305).png,benign\benign (305)_mask.png,benign,0,1,1,3,train
benign\benign (306).png,benign\benign (306)_mask.png,benign,0,1,1,3,train
benign\benign (309).png,benign\benign (309)_mask.png,benign,0,1,1,3,train
benign\benign (310).png,benign\benign (310)_mask.png,benign,0,1,1,3,train
benign\benign (311).png,benign\benign (311)_mask.png,benign,0,1,1,3,train
benign\benign (316).png,benign\benign (316)_mask.png,benign,0,1,1,3,train
benign\benign (317).png,benign\benign (317)_mask.png,benign,0,1,1,3,train
benign\benign (318).png,benign\benign (318)_mask.png,benign,0,1,1,3,train
benign\benign (32).png,benign\benign (32)_mask.png,benign,0,1,1,3,train
benign\benign (320).png,benign\benign (320)_mask.png,benign,0,1,1,3,train
benign\benign (321).png,benign\benign (321)_mask.png,benign,0,1,1,3,train
benign\benign (322).png,benign\benign (322)_mask.png,benign,0,1,1,3,train
benign\benign (323).png,benign\benign (323)_mask.png,benign,0,1,1,3,train
benign\benign (327).png,benign\benign (327)_mask.png,benign,0,1,1,3,train
benign\benign (331).png,benign\benign (331)_mask.png,benign,0,1,1,3,train
benign\benign (333).png,benign\benign (333)_mask.png,benign,0,1,1,3,train
benign\benign (334).png,benign\benign (334)_mask.png,benign,0,1,1,3,train
benign\benign (336).png,benign\benign (336)_mask.png,benign,0,1,1,3,train
benign\benign (337).png,benign\benign (337)_mask.png,benign,0,1,1,3,train
benign\benign (338).png,benign\benign (338)_mask.png,benign,0,1,1,3,train
benign\benign (339).png,benign\benign (339)_mask.png,benign,0,1,1,3,train
benign\benign (34).png,benign\benign (34)_mask.png,benign,0,1,1,3,train
benign\benign (340).png,benign\benign (340)_mask.png,benign,0,1,1,3,train
benign\benign (343).png,benign\benign (343)_mask.png,benign,0,1,1,3,train
benign\benign (345).png,benign\benign (345)_mask.png,benign,0,1,1,3,train
benign\benign (348).png,benign\benign (348)_mask.png,benign,0,1,1,3,train
benign\benign (35).png,benign\benign (35)_mask.png,benign,0,1,1,3,train
benign\benign (351).png,benign\benign (351)_mask.png,benign,0,1,1,3,train
benign\benign (352).png,benign\benign (352)_mask.png,benign,0,1,1,3,train
benign\benign (353).png,benign\benign (353)_mask.png,benign,0,1,1,3,train
benign\benign (354).png,benign\benign (354)_mask.png,benign,0,1,1,3,train
benign\benign (355).png,benign\benign (355)_mask.png,benign,0,1,1,3,train
benign\benign (356).png,benign\benign (356)_mask.png,benign,0,1,1,3,train
benign\benign (357).png,benign\benign (357)_mask.png,benign,0,1,1,3,train
benign\benign (358).png,benign\benign (358)_mask.png,benign,0,1,1,3,train
benign\benign (359).png,benign\benign (359)_mask.png,benign,0,1,1,3,train
benign\benign (36).png,benign\benign (36)_mask.png,benign,0,1,1,3,train
benign\benign (362).png,benign\benign (362)_mask.png,benign,0,1,1,3,train
benign\benign (363).png,benign\benign (363)_mask.png,benign,0,1,1,3,train
benign\benign (364).png,benign\benign (364)_mask.png,benign,0,1,1,3,train
benign\benign (365).png,benign\benign (365)_mask.png,benign,0,1,1,3,train
benign\benign (368).png,benign\benign (368)_mask.png,benign,0,1,1,3,train
benign\benign (369).png,benign\benign (369)_mask.png,benign,0,1,1,3,train
benign\benign (370).png,benign\benign (370)_mask.png,benign,0,1,1,3,train
benign\benign (372).png,benign\benign (372)_mask.png,benign,0,1,1,3,train
benign\benign (374).png,benign\benign (374)_mask.png,benign,0,1,1,3,train
benign\benign (375).png,benign\benign (375)_mask.png,benign,0,1,1,3,train
benign\benign (377).png,benign\benign (377)_mask.png,benign,0,1,1,3,train
benign\benign (378).png,benign\benign (378)_mask.png,benign,0,1,1,3,train
benign\benign (38).png,benign\benign (38)_mask.png,benign,0,1,1,3,train
benign\benign (380).png,benign\benign (380)_mask.png,benign,0,1,1,3,train
benign\benign (381).png,benign\benign (381)_mask.png,benign,0,1,1,3,train
benign\benign (383).png,benign\benign (383)_mask.png,benign,0,1,1,3,train
benign\benign (384).png,benign\benign (384)_mask.png,benign,0,1,1,3,train
benign\benign (385).png,benign\benign (385)_mask.png,benign,0,1,1,3,train
benign\benign (386).png,benign\benign (386)_mask.png,benign,0,1,1,3,train
benign\benign (387).png,benign\benign (387)_mask.png,benign,0,1,1,3,train
benign\benign (388).png,benign\benign (388)_mask.png,benign,0,1,1,3,train
benign\benign (39).png,benign\benign (39)_mask.png,benign,0,1,1,3,train
benign\benign (391).png,benign\benign (391)_mask.png,benign,0,1,1,3,train
benign\benign (392).png,benign\benign (392)_mask.png,benign,0,1,1,3,train
benign\benign (394).png,benign\benign (394)_mask.png,benign,0,1,1,3,train
benign\benign (396).png,benign\benign (396)_mask.png,benign,0,1,1,3,train
benign\benign (397).png,benign\benign (397)_mask.png,benign,0,1,1,3,train
benign\benign (398).png,benign\benign (398)_mask.png,benign,0,1,1,3,train
benign\benign (399).png,benign\benign (399)_mask.png,benign,0,1,1,3,train
benign\benign (40).png,benign\benign (40)_mask.png,benign,0,1,1,3,train
benign\benign (400).png,benign\benign (400)_mask.png,benign,0,1,1,3,train
benign\benign (402).png,benign\benign (402)_mask.png,benign,0,1,1,3,train
benign\benign (403).png,benign\benign (403)_mask.png,benign,0,1,1,3,train
benign\benign (404).png,benign\benign (404)_mask.png,benign,0,1,1,3,train
benign\benign (407).png,benign\benign (407)_mask.png,benign,0,1,1,3,train
benign\benign (408).png,benign\benign (408)_mask.png,benign,0,1,1,3,train
benign\benign (41).png,benign\benign (41)_mask.png,benign,0,1,1,3,train
benign\benign (410).png,benign\benign (410)_mask.png,benign,0,1,1,3,train
benign\benign (411).png,benign\benign (411)_mask.png,benign,0,1,1,3,train
benign\benign (414).png,benign\benign (414)_mask.png,benign,0,1,1,3,train
benign\benign (418).png,benign\benign (418)_mask.png,benign,0,1,1,3,train
benign\benign (419).png,benign\benign (419)_mask.png,benign,0,1,1,3,train
benign\benign (42).png,benign\benign (42)_mask.png,benign,0,1,1,3,train
benign\benign (420).png,benign\benign (420)_mask.png,benign,0,1,1,3,train
benign\benign (421).png,benign\benign (421)_mask.png,benign,0,1,1,3,train
benign\benign (422).png,benign\benign (422)_mask.png,benign,0,1,1,3,train
benign\benign (425).png,benign\benign (425)_mask.png,benign,0,1,1,3,train
benign\benign (426).png,benign\benign (426)_mask.png,benign,0,1,1,3,train
benign\benign (427).png,benign\benign (427)_mask.png,benign,0,1,1,3,train
benign\benign (428).png,benign\benign (428)_mask.png,benign,0,1,1,3,train
benign\benign (429).png,benign\benign (429)_mask.png,benign,0,1,1,3,train
benign\benign (43).png,benign\benign (43)_mask.png,benign,0,1,1,3,train
benign\benign (430).png,benign\benign (430)_mask.png,benign,0,1,1,3,train
benign\benign (431).png,benign\benign (431)_mask.png,benign,0,1,1,3,train
benign\benign (432).png,benign\benign (432)_mask.png,benign,0,1,1,3,train
benign\benign (434).png,benign\benign (434)_mask.png,benign,0,1,1,3,train
benign\benign (436).png,benign\benign (436)_mask.png,benign,0,1,1,3,train
benign\benign (44).png,benign\benign (44)_mask.png,benign,0,1,1,3,train
benign\benign (45).png,benign\benign (45)_mask.png,benign,0,1,1,3,train
benign\benign (46).png,benign\benign (46)_mask.png,benign,0,1,1,3,train
benign\benign (48).png,benign\benign (48)_mask.png,benign,0,1,1,3,train
benign\benign (49).png,benign\benign (49)_mask.png,benign,0,1,1,3,train
benign\benign (5).png,benign\benign (5)_mask.png,benign,0,1,1,3,train
benign\benign (52).png,benign\benign (52)_mask.png,benign,0,1,1,3,train
benign\benign (57).png,benign\benign (57)_mask.png,benign,0,1,1,3,train
benign\benign (59).png,benign\benign (59)_mask.png,benign,0,1,1,3,train
benign\benign (60).png,benign\benign (60)_mask.png,benign,0,1,1,3,train
benign\benign (61).png,benign\benign (61)_mask.png,benign,0,1,1,3,train
benign\benign (62).png,benign\benign (62)_mask.png,benign,0,1,1,3,train
benign\benign (64).png,benign\benign (64)_mask.png,benign,0,1,1,3,train
benign\benign (65).png,benign\benign (65)_mask.png,benign,0,1,1,3,train
benign\benign (66).png,benign\benign (66)_mask.png,benign,0,1,1,3,train
benign\benign (67).png,benign\benign (67)_mask.png,benign,0,1,1,3,train
benign\benign (69).png,benign\benign (69)_mask.png,benign,0,1,1,3,train
benign\benign (7).png,benign\benign (7)_mask.png,benign,0,1,1,3,train
benign\benign (70).png,benign\benign (70)_mask.png,benign,0,1,1,3,train
benign\benign (72).png,benign\benign (72)_mask.png,benign,0,1,1,3,train
benign\benign (73).png,benign\benign (73)_mask.png,benign,0,1,1,3,train
benign\benign (74).png,benign\benign (74)_mask.png,benign,0,1,1,3,train
benign\benign (78).png,benign\benign (78)_mask.png,benign,0,1,1,3,train
benign\benign (8).png,benign\benign (8)_mask.png,benign,0,1,1,3,train
benign\benign (80).png,benign\benign (80)_mask.png,benign,0,1,1,3,train
benign\benign (81).png,benign\benign (81)_mask.png,benign,0,1,1,3,train
benign\benign (84).png,benign\benign (84)_mask.png,benign,0,1,1,3,train
benign\benign (86).png,benign\benign (86)_mask.png,benign,0,1,1,3,train
benign\benign (88).png,benign\benign (88)_mask.png,benign,0,1,1,3,train
benign\benign (89).png,benign\benign (89)_mask.png,benign,0,1,1,3,train
benign\benign (90).png,benign\benign (90)_mask.png,benign,0,1,1,3,train
benign\benign (91).png,benign\benign (91)_mask.png,benign,0,1,1,3,train
benign\benign (94).png,benign\benign (94)_mask.png,benign,0,1,1,3,train
benign\benign (95).png,benign\benign (95)_mask.png,benign,0,1,1,3,train
benign\benign (96).png,benign\benign (96)_mask.png,benign,0,1,1,3,train
benign\benign (99).png,benign\benign (99)_mask.png,benign,0,1,1,3,train
malignant\malignant (1).png,malignant\malignant (1)_mask.png,malignant,1,1,1,3,train
malignant\malignant (10).png,malignant\malignant (10)_mask.png,malignant,1,1,1,3,train
malignant\malignant (100).png,malignant\malignant (100)_mask.png,malignant,1,1,1,3,train
malignant\malignant (101).png,malignant\malignant (101)_mask.png,malignant,1,1,1,3,train
malignant\malignant (103).png,malignant\malignant (103)_mask.png,malignant,1,1,1,3,train
malignant\malignant (104).png,malignant\malignant (104)_mask.png,malignant,1,1,1,3,train
malignant\malignant (105).png,malignant\malignant (105)_mask.png,malignant,1,1,1,3,train
malignant\malignant (106).png,malignant\malignant (106)_mask.png,malignant,1,1,1,3,train
malignant\malignant (107).png,malignant\malignant (107)_mask.png,malignant,1,1,1,3,train
malignant\malignant (108).png,malignant\malignant (108)_mask.png,malignant,1,1,1,3,train
malignant\malignant (109).png,malignant\malignant (109)_mask.png,malignant,1,1,1,3,train
malignant\malignant (110).png,malignant\malignant (110)_mask.png,malignant,1,1,1,3,train
malignant\malignant (111).png,malignant\malignant (111)_mask.png,malignant,1,1,1,3,train
malignant\malignant (113).png,malignant\malignant (113)_mask.png,malignant,1,1,1,3,train
malignant\malignant (114).png,malignant\malignant (114)_mask.png,malignant,1,1,1,3,train
malignant\malignant (115).png,malignant\malignant (115)_mask.png,malignant,1,1,1,3,train
malignant\malignant (116).png,malignant\malignant (116)_mask.png,malignant,1,1,1,3,train
malignant\malignant (118).png,malignant\malignant (118)_mask.png,malignant,1,1,1,3,train
malignant\malignant (12).png,malignant\malignant (12)_mask.png,malignant,1,1,1,3,train
malignant\malignant (121).png,malignant\malignant (121)_mask.png,malignant,1,1,1,3,train
malignant\malignant (122).png,malignant\malignant (122)_mask.png,malignant,1,1,1,3,train
malignant\malignant (124).png,malignant\malignant (124)_mask.png,malignant,1,1,1,3,train
malignant\malignant (128).png,malignant\malignant (128)_mask.png,malignant,1,1,1,3,train
malignant\malignant (130).png,malignant\malignant (130)_mask.png,malignant,1,1,1,3,train
malignant\malignant (131).png,malignant\malignant (131)_mask.png,malignant,1,1,1,3,train
malignant\malignant (132).png,malignant\malignant (132)_mask.png,malignant,1,1,1,3,train
malignant\malignant (133).png,malignant\malignant (133)_mask.png,malignant,1,1,1,3,train
malignant\malignant (134).png,malignant\malignant (134)_mask.png,malignant,1,1,1,3,train
malignant\malignant (136).png,malignant\malignant (136)_mask.png,malignant,1,1,1,3,train
malignant\malignant (138).png,malignant\malignant (138)_mask.png,malignant,1,1,1,3,train
malignant\malignant (139).png,malignant\malignant (139)_mask.png,malignant,1,1,1,3,train
malignant\malignant (14).png,malignant\malignant (14)_mask.png,malignant,1,1,1,3,train
malignant\malignant (141).png,malignant\malignant (141)_mask.png,malignant,1,1,1,3,train
malignant\malignant (142).png,malignant\malignant (142)_mask.png,malignant,1,1,1,3,train
malignant\malignant (143).png,malignant\malignant (143)_mask.png,malignant,1,1,1,3,train
malignant\malignant (146).png,malignant\malignant (146)_mask.png,malignant,1,1,1,3,train
malignant\malignant (148).png,malignant\malignant (148)_mask.png,malignant,1,1,1,3,train
malignant\malignant (15).png,malignant\malignant (15)_mask.png,malignant,1,1,1,3,train
malignant\malignant (150).png,malignant\malignant (150)_mask.png,malignant,1,1,1,3,train
malignant\malignant (153).png,malignant\malignant (153)_mask.png,malignant,1,1,1,3,train
malignant\malignant (154).png,malignant\malignant (154)_mask.png,malignant,1,1,1,3,train
malignant\malignant (155).png,malignant\malignant (155)_mask.png,malignant,1,1,1,3,train
malignant\malignant (157).png,malignant\malignant (157)_mask.png,malignant,1,1,1,3,train
malignant\malignant (158).png,malignant\malignant (158)_mask.png,malignant,1,1,1,3,train
malignant\malignant (159).png,malignant\malignant (159)_mask.png,malignant,1,1,1,3,train
malignant\malignant (16).png,malignant\malignant (16)_mask.png,malignant,1,1,1,3,train
malignant\malignant (160).png,malignant\malignant (160)_mask.png,malignant,1,1,1,3,train
malignant\malignant (163).png,malignant\malignant (163)_mask.png,malignant,1,1,1,3,train
malignant\malignant (164).png,malignant\malignant (164)_mask.png,malignant,1,1,1,3,train
malignant\malignant (166).png,malignant\malignant (166)_mask.png,malignant,1,1,1,3,train
malignant\malignant (168).png,malignant\malignant (168)_mask.png,malignant,1,1,1,3,train
malignant\malignant (169).png,malignant\malignant (169)_mask.png,malignant,1,1,1,3,train
malignant\malignant (171).png,malignant\malignant (171)_mask.png,malignant,1,1,1,3,train
malignant\malignant (172).png,malignant\malignant (172)_mask.png,malignant,1,1,1,3,train
malignant\malignant (173).png,malignant\malignant (173)_mask.png,malignant,1,1,1,3,train
malignant\malignant (174).png,malignant\malignant (174)_mask.png,malignant,1,1,1,3,train
malignant\malignant (175).png,malignant\malignant (175)_mask.png,malignant,1,1,1,3,train
malignant\malignant (177).png,malignant\malignant (177)_mask.png,malignant,1,1,1,3,train
malignant\malignant (178).png,malignant\malignant (178)_mask.png,malignant,1,1,1,3,train
malignant\malignant (179).png,malignant\malignant (179)_mask.png,malignant,1,1,1,3,train
malignant\malignant (18).png,malignant\malignant (18)_mask.png,malignant,1,1,1,3,train
malignant\malignant (180).png,malignant\malignant (180)_mask.png,malignant,1,1,1,3,train
malignant\malignant (181).png,malignant\malignant (181)_mask.png,malignant,1,1,1,3,train
malignant\malignant (182).png,malignant\malignant (182)_mask.png,malignant,1,1,1,3,train
malignant\malignant (186).png,malignant\malignant (186)_mask.png,malignant,1,1,1,3,train
malignant\malignant (187).png,malignant\malignant (187)_mask.png,malignant,1,1,1,3,train
malignant\malignant (188).png,malignant\malignant (188)_mask.png,malignant,1,1,1,3,train
malignant\malignant (189).png,malignant\malignant (189)_mask.png,malignant,1,1,1,3,train
malignant\malignant (19).png,malignant\malignant (19)_mask.png,malignant,1,1,1,3,train
malignant\malignant (190).png,malignant\malignant (190)_mask.png,malignant,1,1,1,3,train
malignant\malignant (191).png,malignant\malignant (191)_mask.png,malignant,1,1,1,3,train
malignant\malignant (193).png,malignant\malignant (193)_mask.png,malignant,1,1,1,3,train
malignant\malignant (194).png,malignant\malignant (194)_mask.png,malignant,1,1,1,3,train
malignant\malignant (195).png,malignant\malignant (195)_mask.png,malignant,1,1,1,3,train
malignant\malignant (199).png,malignant\malignant (199)_mask.png,malignant,1,1,1,3,train
malignant\malignant (2).png,malignant\malignant (2)_mask.png,malignant,1,1,1,3,train
malignant\malignant (200).png,malignant\malignant (200)_mask.png,malignant,1,1,1,3,train
malignant\malignant (201).png,malignant\malignant (201)_mask.png,malignant,1,1,1,3,train
malignant\malignant (202).png,malignant\malignant (202)_mask.png,malignant,1,1,1,3,train
malignant\malignant (203).png,malignant\malignant (203)_mask.png,malignant,1,1,1,3,train
malignant\malignant (204).png,malignant\malignant (204)_mask.png,malignant,1,1,1,3,train
malignant\malignant (206).png,malignant\malignant (206)_mask.png,malignant,1,1,1,3,train
malignant\malignant (21).png,malignant\malignant (21)_mask.png,malignant,1,1,1,3,train
malignant\malignant (210).png,malignant\malignant (210)_mask.png,malignant,1,1,1,3,train
malignant\malignant (23).png,malignant\malignant (23)_mask.png,malignant,1,1,1,3,train
