image_path,mask_path,class,class_id,num_masks,use_phase1,fold,split
benign\benign (296).png,benign\benign (296)_mask.png,benign,0,1,1,1,train
benign\benign (297).png,benign\benign (297)_mask.png,benign,0,1,1,1,train
benign\benign (298).png,benign\benign (298)_mask.png,benign,0,1,1,1,train
benign\benign (299).png,benign\benign (299)_mask.png,benign,0,1,1,1,train
benign\benign (3).png,benign\benign (3)_mask.png,benign,0,1,1,1,train
benign\benign (30).png,benign\benign (30)_mask.png,benign,0,1,1,1,train
benign\benign (301).png,benign\benign (301)_mask.png,benign,0,1,1,1,train
benign\benign (302).png,benign\benign (302)_mask.png,benign,0,1,1,1,train
benign\benign (304).png,benign\benign (304)_mask.png,benign,0,1,1,1,train
benign\benign (305).png,benign\benign (305)_mask.png,benign,0,1,1,1,train
benign\benign (306).png,benign\benign (306)_mask.png,benign,0,1,1,1,train
benign\benign (307).png,benign\benign (307)_mask.png,benign,0,1,1,1,train
benign\benign (308).png,benign\benign (308)_mask.png,benign,0,1,1,1,train
benign\benign (309).png,benign\benign (309)_mask.png,benign,0,1,1,1,train
benign\benign (31).png,benign\benign (31)_mask.png,benign,0,1,1,1,train
benign\benign (310).png,benign\benign (310)_mask.png,benign,0,1,1,1,train
benign\benign (311).png,benign\benign (311)_mask.png,benign,0,1,1,1,train
benign\benign (312).png,benign\benign (312)_mask.png,benign,0,1,1,1,train
benign\benign (313).png,benign\benign (313)_mask.png,benign,0,1,1,1,train
benign\benign (314).png,benign\benign (314)_mask.png,benign,0,1,1,1,train
benign\benign (319).png,benign\benign (319)_mask.png,benign,0,1,1,1,train
benign\benign (32).png,benign\benign (32)_mask.png,benign,0,1,1,1,train
benign\benign (320).png,benign\benign (320)_mask.png,benign,0,1,1,1,train
benign\benign (322).png,benign\benign (322)_mask.png,benign,0,1,1,1,train
benign\benign (323).png,benign\benign (323)_mask.png,benign,0,1,1,1,train
benign\benign (324).png,benign\benign (324)_mask.png,benign,0,1,1,1,train
benign\benign (325).png,benign\benign (325)_mask.png,benign,0,1,1,1,train
benign\benign (326).png,benign\benign (326)_mask.png,benign,0,1,1,1,train
benign\benign (328).png,benign\benign (328)_mask.png,benign,0,1,1,1,train
benign\benign (329).png,benign\benign (329)_mask.png,benign,0,1,1,1,train
benign\benign (33).png,benign\benign (33)_mask.png,benign,0,1,1,1,train
benign\benign (330).png,benign\benign (330)_mask.png,benign,0,1,1,1,train
benign\benign (331).png,benign\benign (331)_mask.png,benign,0,1,1,1,train
benign\benign (332).png,benign\benign (332)_mask.png,benign,0,1,1,1,train
benign\benign (333).png,benign\benign (333)_mask.png,benign,0,1,1,1,train
benign\benign (334).png,benign\benign (334)_mask.png,benign,0,1,1,1,train
benign\benign (335).png,benign\benign (335)_mask.png,benign,0,1,1,1,train
benign\benign (337).png,benign\benign (337)_mask.png,benign,0,1,1,1,train
benign\benign (338).png,benign\benign (338)_mask.png,benign,0,1,1,1,train
benign\benign (340).png,benign\benign (340)_mask.png,benign,0,1,1,1,train
benign\benign (341).png,benign\benign (341)_mask.png,benign,0,1,1,1,train
benign\benign (342).png,benign\benign (342)_mask.png,benign,0,1,1,1,train
benign\benign (344).png,benign\benign (344)_mask.png,benign,0,1,1,1,train
benign\benign (347).png,benign\benign (347)_mask.png,benign,0,1,1,1,train
benign\benign (349).png,benign\benign (349)_mask.png,benign,0,1,1,1,train
benign\benign (350).png,benign\benign (350)_mask.png,benign,0,1,1,1,train
benign\benign (353).png,benign\benign (353)_mask.png,benign,0,1,1,1,train
benign\benign (354).png,benign\benign (354)_mask.png,benign,0,1,1,1,train
benign\benign (355).png,benign\benign (355)_mask.png,benign,0,1,1,1,train
benign\benign (359).png,benign\benign (359)_mask.png,benign,0,1,1,1,train
benign\benign (36).png,benign\benign (36)_mask.png,benign,0,1,1,1,train
benign\benign (360).png,benign\benign (360)_mask.png,benign,0,1,1,1,train
benign\benign (361).png,benign\benign (361)_mask.png,benign,0,1,1,1,train
benign\benign (362).png,benign\benign (362)_mask.png,benign,0,1,1,1,train
benign\benign (365).png,benign\benign (365)_mask.png,benign,0,1,1,1,train
benign\benign (366).png,benign\benign (366)_mask.png,benign,0,1,1,1,train
benign\benign (367).png,benign\benign (367)_mask.png,benign,0,1,1,1,train
benign\benign (368).png,benign\benign (368)_mask.png,benign,0,1,1,1,train
benign\benign (37).png,benign\benign (37)_mask.png,benign,0,1,1,1,train
benign\benign (370).png,benign\benign (370)_mask.png,benign,0,1,1,1,train
benign\benign (371).png,benign\benign (371)_mask.png,benign,0,1,1,1,train
benign\benign (372).png,benign\benign (372)_mask.png,benign,0,1,1,1,train
benign\benign (373).png,benign\benign (373)_mask.png,benign,0,1,1,1,train
benign\benign (375).png,benign\benign (375)_mask.png,benign,0,1,1,1,train
benign\benign (376).png,benign\benign (376)_mask.png,benign,0,1,1,1,train
benign\benign (378).png,benign\benign (378)_mask.png,benign,0,1,1,1,train
benign\benign (379).png,benign\benign (379)_mask.png,benign,0,1,1,1,train
benign\benign (38).png,benign\benign (38)_mask.png,benign,0,1,1,1,train
benign\benign (380).png,benign\benign (380)_mask.png,benign,0,1,1,1,train
benign\benign (382).png,benign\benign (382)_mask.png,benign,0,1,1,1,train
benign\benign (383).png,benign\benign (383)_mask.png,benign,0,1,1,1,train
benign\benign (387).png,benign\benign (387)_mask.png,benign,0,1,1,1,train
benign\benign (388).png,benign\benign (388)_mask.png,benign,0,1,1,1,train
benign\benign (389).png,benign\benign (389)_mask.png,benign,0,1,1,1,train
benign\benign (390).png,benign\benign (390)_mask.png,benign,0,1,1,1,train
benign\benign (391).png,benign\benign (391)_mask.png,benign,0,1,1,1,train
benign\benign (392).png,benign\benign (392)_mask.png,benign,0,1,1,1,train
benign\benign (393).png,benign\benign (393)_mask.png,benign,0,1,1,1,train
benign\benign (394).png,benign\benign (394)_mask.png,benign,0,1,1,1,train
benign\benign (395).png,benign\benign (395)_mask.png,benign,0,1,1,1,train
benign\benign (401).png,benign\benign (401)_mask.png,benign,0,1,1,1,train
benign\benign (403).png,benign\benign (403)_mask.png,benign,0,1,1,1,train
benign\benign (405).png,benign\benign (405)_mask.png,benign,0,1,1,1,train
benign\benign (406).png,benign\benign (406)_mask.png,benign,0,1,1,1,train
benign\benign (407).png,benign\benign (407)_mask.png,benign,0,1,1,1,train
benign\benign (408).png,benign\benign (408)_mask.png,benign,0,1,1,1,train
benign\benign (409).png,benign\benign (409)_mask.png,benign,0,1,1,1,train
benign\benign (41).png,benign\benign (41)_mask.png,benign,0,1,1,1,train
benign\benign (410).png,benign\benign (410)_mask.png,benign,0,1,1,1,train
benign\benign (411).png,benign\benign (411)_mask.png,benign,0,1,1,1,train
benign\benign (412).png,benign\benign (412)_mask.png,benign,0,1,1,1,train
benign\benign (413).png,benign\benign (413)_mask.png,benign,0,1,1,1,train
benign\benign (414).png,benign\benign (414)_mask.png,benign,0,1,1,1,train
benign\benign (415).png,benign\benign (415)_mask.png,benign,0,1,1,1,train
benign\benign (416).png,benign\benign (416)_mask.png,benign,0,1,1,1,train
benign\benign (417).png,benign\benign (417)_mask.png,benign,0,1,1,1,train
benign\benign (418).png,benign\benign (418)_mask.png,benign,0,1,1,1,train
benign\benign (419).png,benign\benign (419)_mask.png,benign,0,1,1,1,train
benign\benign (42).png,benign\benign (42)_mask.png,benign,0,1,1,1,train
benign\benign (421).png,benign\benign (421)_mask.png,benign,0,1,1,1,train
benign\benign (422).png,benign\benign (422)_mask.png,benign,0,1,1,1,train
benign\benign (423).png,benign\benign (423)_mask.png,benign,0,1,1,1,train
benign\benign (425).png,benign\benign (425)_mask.png,benign,0,1,1,1,train
benign\benign (430).png,benign\benign (430)_mask.png,benign,0,1,1,1,train
benign\benign (432).png,benign\benign (432)_mask.png,benign,0,1,1,1,train
benign\benign (435).png,benign\benign (435)_mask.png,benign,0,1,1,1,train
benign\benign (437).png,benign\benign (437)_mask.png,benign,0,1,1,1,train
benign\benign (44).png,benign\benign (44)_mask.png,benign,0,1,1,1,train
benign\benign (45).png,benign\benign (45)_mask.png,benign,0,1,1,1,train
benign\benign (47).png,benign\benign (47)_mask.png,benign,0,1,1,1,train
benign\benign (49).png,benign\benign (49)_mask.png,benign,0,1,1,1,train
benign\benign (5).png,benign\benign (5)_mask.png,benign,0,1,1,1,train
benign\benign (50).png,benign\benign (50)_mask.png,benign,0,1,1,1,train
benign\benign (51).png,benign\benign (51)_mask.png,benign,0,1,1,1,train
benign\benign (53).png,benign\benign (53)_mask.png,benign,0,1,1,1,train
benign\benign (55).png,benign\benign (55)_mask.png,benign,0,1,1,1,train
benign\benign (56).png,benign\benign (56)_mask.png,benign,0,1,1,1,train
benign\benign (57).png,benign\benign (57)_mask.png,benign,0,1,1,1,train
benign\benign (6).png,benign\benign (6)_mask.png,benign,0,1,1,1,train
benign\benign (61).png,benign\benign (61)_mask.png,benign,0,1,1,1,train
benign\benign (62).png,benign\benign (62)_mask.png,benign,0,1,1,1,train
benign\benign (63).png,benign\benign (63)_mask.png,benign,0,1,1,1,train
benign\benign (64).png,benign\benign (64)_mask.png,benign,0,1,1,1,train
benign\benign (65).png,benign\benign (65)_mask.png,benign,0,1,1,1,train
benign\benign (68).png,benign\benign (68)_mask.png,benign,0,1,1,1,train
benign\benign (69).png,benign\benign (69)_mask.png,benign,0,1,1,1,train
benign\benign (7).png,benign\benign (7)_mask.png,benign,0,1,1,1,train
benign\benign (71).png,benign\benign (71)_mask.png,benign,0,1,1,1,train
benign\benign (72).png,benign\benign (72)_mask.png,benign,0,1,1,1,train
benign\benign (73).png,benign\benign (73)_mask.png,benign,0,1,1,1,train
benign\benign (74).png,benign\benign (74)_mask.png,benign,0,1,1,1,train
benign\benign (75).png,benign\benign (75)_mask.png,benign,0,1,1,1,train
benign\benign (76).png,benign\benign (76)_mask.png,benign,0,1,1,1,train
benign\benign (77).png,benign\benign (77)_mask.png,benign,0,1,1,1,train
benign\benign (78).png,benign\benign (78)_mask.png,benign,0,1,1,1,train
benign\benign (79).png,benign\benign (79)_mask.png,benign,0,1,1,1,train
benign\benign (8).png,benign\benign (8)_mask.png,benign,0,1,1,1,train
benign\benign (81).png,benign\benign (81)_mask.png,benign,0,1,1,1,train
benign\benign (82).png,benign\benign (82)_mask.png,benign,0,1,1,1,train
benign\benign (85).png,benign\benign (85)_mask.png,benign,0,1,1,1,train
benign\benign (87).png,benign\benign (87)_mask.png,benign,0,1,1,1,train
benign\benign (88).png,benign\benign (88)_mask.png,benign,0,1,1,1,train
benign\benign (9).png,benign\benign (9)_mask.png,benign,0,1,1,1,train
benign\benign (91).png,benign\benign (91)_mask.png,benign,0,1,1,1,train
benign\benign (96).png,benign\benign (96)_mask.png,benign,0,1,1,1,train
benign\benign (97).png,benign\benign (97)_mask.png,benign,0,1,1,1,train
malignant\malignant (10).png,malignant\malignant (10)_mask.png,malignant,1,1,1,1,train
malignant\malignant (100).png,malignant\malignant (100)_mask.png,malignant,1,1,1,1,train
malignant\malignant (102).png,malignant\malignant (102)_mask.png,malignant,1,1,1,1,train
malignant\malignant (105).png,malignant\malignant (105)_mask.png,malignant,1,1,1,1,train
malignant\malignant (108).png,malignant\malignant (108)_mask.png,malignant,1,1,1,1,train
malignant\malignant (11).png,malignant\malignant (11)_mask.png,malignant,1,1,1,1,train
malignant\malignant (110).png,malignant\malignant (110)_mask.png,malignant,1,1,1,1,train
malignant\malignant (112).png,malignant\malignant (112)_mask.png,malignant,1,1,1,1,train
malignant\malignant (116).png,malignant\malignant (116)_mask.png,malignant,1,1,1,1,train
malignant\malignant (117).png,malignant\malignant (117)_mask.png,malignant,1,1,1,1,train
malignant\malignant (119).png,malignant\malignant (119)_mask.png,malignant,1,1,1,1,train
malignant\malignant (120).png,malignant\malignant (120)_mask.png,malignant,1,1,1,1,train
malignant\malignant (122).png,malignant\malignant (122)_mask.png,malignant,1,1,1,1,train
malignant\malignant (123).png,malignant\malignant (123)_mask.png,malignant,1,1,1,1,train
malignant\malignant (124).png,malignant\malignant (124)_mask.png,malignant,1,1,1,1,train
malignant\malignant (125).png,malignant\malignant (125)_mask.png,malignant,1,1,1,1,train
malignant\malignant (126).png,malignant\malignant (126)_mask.png,malignant,1,1,1,1,train
malignant\malignant (127).png,malignant\malignant (127)_mask.png,malignant,1,1,1,1,train
malignant\malignant (129).png,malignant\malignant (129)_mask.png,malignant,1,1,1,1,train
malignant\malignant (13).png,malignant\malignant (13)_mask.png,malignant,1,1,1,1,train
malignant\malignant (130).png,malignant\malignant (130)_mask.png,malignant,1,1,1,1,train
malignant\malignant (131).png,malignant\malignant (131)_mask.png,malignant,1,1,1,1,train
malignant\malignant (132).png,malignant\malignant (132)_mask.png,malignant,1,1,1,1,train
malignant\malignant (133).png,malignant\malignant (133)_mask.png,malignant,1,1,1,1,train
malignant\malignant (134).png,malignant\malignant (134)_mask.png,malignant,1,1,1,1,train
malignant\malignant (135).png,malignant\malignant (135)_mask.png,malignant,1,1,1,1,train
malignant\malignant (137).png,malignant\malignant (137)_mask.png,malignant,1,1,1,1,train
malignant\malignant (14).png,malignant\malignant (14)_mask.png,malignant,1,1,1,1,train
malignant\malignant (140).png,malignant\malignant (140)_mask.png,malignant,1,1,1,1,train
malignant\malignant (143).png,malignant\malignant (143)_mask.png,malignant,1,1,1,1,train
malignant\malignant (144).png,malignant\malignant (144)_mask.png,malignant,1,1,1,1,train
malignant\malignant (146).png,malignant\malignant (146)_mask.png,malignant,1,1,1,1,train
malignant\malignant (147).png,malignant\malignant (147)_mask.png,malignant,1,1,1,1,train
malignant\malignant (148).png,malignant\malignant (148)_mask.png,malignant,1,1,1,1,train
malignant\malignant (149).png,malignant\malignant (149)_mask.png,malignant,1,1,1,1,train
malignant\malignant (151).png,malignant\malignant (151)_mask.png,malignant,1,1,1,1,train
malignant\malignant (152).png,malignant\malignant (152)_mask.png,malignant,1,1,1,1,train
malignant\malignant (153).png,malignant\malignant (153)_mask.png,malignant,1,1,1,1,train
malignant\malignant (154).png,malignant\malignant (154)_mask.png,malignant,1,1,1,1,train
malignant\malignant (156).png,malignant\malignant (156)_mask.png,malignant,1,1,1,1,train
malignant\malignant (16).png,malignant\malignant (16)_mask.png,malignant,1,1,1,1,train
malignant\malignant (161).png,malignant\malignant (161)_mask.png,malignant,1,1,1,1,train
malignant\malignant (162).png,malignant\malignant (162)_mask.png,malignant,1,1,1,1,train
malignant\malignant (164).png,malignant\malignant (164)_mask.png,malignant,1,1,1,1,train
malignant\malignant (165).png,malignant\malignant (165)_mask.png,malignant,1,1,1,1,train
malignant\malignant (167).png,malignant\malignant (167)_mask.png,malignant,1,1,1,1,train
malignant\malignant (169).png,malignant\malignant (169)_mask.png,malignant,1,1,1,1,train
malignant\malignant (17).png,malignant\malignant (17)_mask.png,malignant,1,1,1,1,train
malignant\malignant (170).png,malignant\malignant (170)_mask.png,malignant,1,1,1,1,train
malignant\malignant (172).png,malignant\malignant (172)_mask.png,malignant,1,1,1,1,train
malignant\malignant (174).png,malignant\malignant (174)_mask.png,malignant,1,1,1,1,train
malignant\malignant (176).png,malignant\malignant (176)_mask.png,malignant,1,1,1,1,train
malignant\malignant (177).png,malignant\malignant (177)_mask.png,malignant,1,1,1,1,train
malignant\malignant (179).png,malignant\malignant (179)_mask.png,malignant,1,1,1,1,train
malignant\malignant (18).png,malignant\malignant (18)_mask.png,malignant,1,1,1,1,train
malignant\malignant (182).png,malignant\malignant (182)_mask.png,malignant,1,1,1,1,train
malignant\malignant (183).png,malignant\malignant (183)_mask.png,malignant,1,1,1,1,train
malignant\malignant (184).png,malignant\malignant (184)_mask.png,malignant,1,1,1,1,train
malignant\malignant (185).png,malignant\malignant (185)_mask.png,malignant,1,1,1,1,train
malignant\malignant (186).png,malignant\malignant (186)_mask.png,malignant,1,1,1,1,train
malignant\malignant (189).png,malignant\malignant (189)_mask.png,malignant,1,1,1,1,train
malignant\malignant (19).png,malignant\malignant (19)_mask.png,malignant,1,1,1,1,train
malignant\malignant (192).png,malignant\malignant (192)_mask.png,malignant,1,1,1,1,train
malignant\malignant (194).png,malignant\malignant (194)_mask.png,malignant,1,1,1,1,train
malignant\malignant (196).png,malignant\malignant (196)_mask.png,malignant,1,1,1,1,train
malignant\malignant (197).png,malignant\malignant (197)_mask.png,malignant,1,1,1,1,train
malignant\malignant (198).png,malignant\malignant (198)_mask.png,malignant,1,1,1,1,train
malignant\malignant (199).png,malignant\malignant (199)_mask.png,malignant,1,1,1,1,train
malignant\malignant (2).png,malignant\malignant (2)_mask.png,malignant,1,1,1,1,train
malignant\malignant (20).png,malignant\malignant (20)_mask.png,malignant,1,1,1,1,train
malignant\malignant (200).png,malignant\malignant (200)_mask.png,malignant,1,1,1,1,train
malignant\malignant (201).png,malignant\malignant (201)_mask.png,malignant,1,1,1,1,train
malignant\malignant (203).png,malignant\malignant (203)_mask.png,malignant,1,1,1,1,train
malignant\malignant (205).png,malignant\malignant (205)_mask.png,malignant,1,1,1,1,train
malignant\malignant (206).png,malignant\malignant (206)_mask.png,malignant,1,1,1,1,train
malignant\malignant (207).png,malignant\malignant (207)_mask.png,malignant,1,1,1,1,train
malignant\malignant (208).png,malignant\malignant (208)_mask.png,malignant,1,1,1,1,train
malignant\malignant (209).png,malignant\malignant (209)_mask.png,malignant,1,1,1,1,train
malignant\malignant (21).png,malignant\malignant (21)_mask.png,malignant,1,1,1,1,train
malignant\malignant (22).png,malignant\malignant (22)_mask.png,malignant,1,1,1,1,train
malignant\malignant (24).png,malignant\malignant (24)_mask.png,malignant,1,1,1,1,train
malignant\malignant (25).png,malignant\malignant (25)_mask.png,malignant,1,1,1,1,train
malignant\malignant (26).png,malignant\malignant (26)_mask.png,malignant,1,1,1,1,train
malignant\malignant (27).png,malignant\malignant (27)_mask.png,malignant,1,1,1,1,train
malignant\malignant (28).png,malignant\malignant (28)_mask.png,malignant,1,1,1,1,train
