image_path,mask_path,class,class_id,num_masks,use_phase1,fold,split
benign\benign (361).png,benign\benign (361)_mask.png,benign,0,1,1,2,train
benign\benign (363).png,benign\benign (363)_mask.png,benign,0,1,1,2,train
benign\benign (364).png,benign\benign (364)_mask.png,benign,0,1,1,2,train
benign\benign (366).png,benign\benign (366)_mask.png,benign,0,1,1,2,train
benign\benign (367).png,benign\benign (367)_mask.png,benign,0,1,1,2,train
benign\benign (369).png,benign\benign (369)_mask.png,benign,0,1,1,2,train
benign\benign (37).png,benign\benign (37)_mask.png,benign,0,1,1,2,train
benign\benign (371).png,benign\benign (371)_mask.png,benign,0,1,1,2,train
benign\benign (373).png,benign\benign (373)_mask.png,benign,0,1,1,2,train
benign\benign (374).png,benign\benign (374)_mask.png,benign,0,1,1,2,train
benign\benign (376).png,benign\benign (376)_mask.png,benign,0,1,1,2,train
benign\benign (377).png,benign\benign (377)_mask.png,benign,0,1,1,2,train
benign\benign (379).png,benign\benign (379)_mask.png,benign,0,1,1,2,train
benign\benign (381).png,benign\benign (381)_mask.png,benign,0,1,1,2,train
benign\benign (382).png,benign\benign (382)_mask.png,benign,0,1,1,2,train
benign\benign (384).png,benign\benign (384)_mask.png,benign,0,1,1,2,train
benign\benign (385).png,benign\benign (385)_mask.png,benign,0,1,1,2,train
benign\benign (386).png,benign\benign (386)_mask.png,benign,0,1,1,2,train
benign\benign (389).png,benign\benign (389)_mask.png,benign,0,1,1,2,train
benign\benign (39).png,benign\benign (39)_mask.png,benign,0,1,1,2,train
benign\benign (390).png,benign\benign (390)_mask.png,benign,0,1,1,2,train
benign\benign (393).png,benign\benign (393)_mask.png,benign,0,1,1,2,train
benign\benign (395).png,benign\benign (395)_mask.png,benign,0,1,1,2,train
benign\benign (396).png,benign\benign (396)_mask.png,benign,0,1,1,2,train
benign\benign (397).png,benign\benign (397)_mask.png,benign,0,1,1,2,train
benign\benign (398).png,benign\benign (398)_mask.png,benign,0,1,1,2,train
benign\benign (399).png,benign\benign (399)_mask.png,benign,0,1,1,2,train
benign\benign (40).png,benign\benign (40)_mask.png,benign,0,1,1,2,train
benign\benign (400).png,benign\benign (400)_mask.png,benign,0,1,1,2,train
benign\benign (401).png,benign\benign (401)_mask.png,benign,0,1,1,2,train
benign\benign (402).png,benign\benign (402)_mask.png,benign,0,1,1,2,train
benign\benign (404).png,benign\benign (404)_mask.png,benign,0,1,1,2,train
benign\benign (405).png,benign\benign (405)_mask.png,benign,0,1,1,2,train
benign\benign (406).png,benign\benign (406)_mask.png,benign,0,1,1,2,train
benign\benign (409).png,benign\benign (409)_mask.png,benign,0,1,1,2,train
benign\benign (412).png,benign\benign (412)_mask.png,benign,0,1,1,2,train
benign\benign (413).png,benign\benign (413)_mask.png,benign,0,1,1,2,train
benign\benign (415).png,benign\benign (415)_mask.png,benign,0,1,1,2,train
benign\benign (416).png,benign\benign (416)_mask.png,benign,0,1,1,2,train
benign\benign (417).png,benign\benign (417)_mask.png,benign,0,1,1,2,train
benign\benign (420).png,benign\benign (420)_mask.png,benign,0,1,1,2,train
benign\benign (423).png,benign\benign (423)_mask.png,benign,0,1,1,2,train
benign\benign (426).png,benign\benign (426)_mask.png,benign,0,1,1,2,train
benign\benign (427).png,benign\benign (427)_mask.png,benign,0,1,1,2,train
benign\benign (428).png,benign\benign (428)_mask.png,benign,0,1,1,2,train
benign\benign (429).png,benign\benign (429)_mask.png,benign,0,1,1,2,train
benign\benign (43).png,benign\benign (43)_mask.png,benign,0,1,1,2,train
benign\benign (431).png,benign\benign (431)_mask.png,benign,0,1,1,2,train
benign\benign (434).png,benign\benign (434)_mask.png,benign,0,1,1,2,train
benign\benign (435).png,benign\benign (435)_mask.png,benign,0,1,1,2,train
benign\benign (436).png,benign\benign (436)_mask.png,benign,0,1,1,2,train
benign\benign (437).png,benign\benign (437)_mask.png,benign,0,1,1,2,train
benign\benign (46).png,benign\benign (46)_mask.png,benign,0,1,1,2,train
benign\benign (47).png,benign\benign (47)_mask.png,benign,0,1,1,2,train
benign\benign (48).png,benign\benign (48)_mask.png,benign,0,1,1,2,train
benign\benign (50).png,benign\benign (50)_mask.png,benign,0,1,1,2,train
benign\benign (51).png,benign\benign (51)_mask.png,benign,0,1,1,2,train
benign\benign (52).png,benign\benign (52)_mask.png,benign,0,1,1,2,train
benign\benign (53).png,benign\benign (53)_mask.png,benign,0,1,1,2,train
benign\benign (55).png,benign\benign (55)_mask.png,benign,0,1,1,2,train
benign\benign (56).png,benign\benign (56)_mask.png,benign,0,1,1,2,train
benign\benign (59).png,benign\benign (59)_mask.png,benign,0,1,1,2,train
benign\benign (6).png,benign\benign (6)_mask.png,benign,0,1,1,2,train
benign\benign (60).png,benign\benign (60)_mask.png,benign,0,1,1,2,train
benign\benign (63).png,benign\benign (63)_mask.png,benign,0,1,1,2,train
benign\benign (66).png,benign\benign (66)_mask.png,benign,0,1,1,2,train
benign\benign (67).png,benign\benign (67)_mask.png,benign,0,1,1,2,train
benign\benign (68).png,benign\benign (68)_mask.png,benign,0,1,1,2,train
benign\benign (70).png,benign\benign (70)_mask.png,benign,0,1,1,2,train
benign\benign (71).png,benign\benign (71)_mask.png,benign,0,1,1,2,train
benign\benign (75).png,benign\benign (75)_mask.png,benign,0,1,1,2,train
benign\benign (76).png,benign\benign (76)_mask.png,benign,0,1,1,2,train
benign\benign (77).png,benign\benign (77)_mask.png,benign,0,1,1,2,train
benign\benign (79).png,benign\benign (79)_mask.png,benign,0,1,1,2,train
benign\benign (80).png,benign\benign (80)_mask.png,benign,0,1,1,2,train
benign\benign (82).png,benign\benign (82)_mask.png,benign,0,1,1,2,train
benign\benign (84).png,benign\benign (84)_mask.png,benign,0,1,1,2,train
benign\benign (85).png,benign\benign (85)_mask.png,benign,0,1,1,2,train
benign\benign (86).png,benign\benign (86)_mask.png,benign,0,1,1,2,train
benign\benign (87).png,benign\benign (87)_mask.png,benign,0,1,1,2,train
benign\benign (89).png,benign\benign (89)_mask.png,benign,0,1,1,2,train
benign\benign (9).png,benign\benign (9)_mask.png,benign,0,1,1,2,train
benign\benign (90).png,benign\benign (90)_mask.png,benign,0,1,1,2,train
benign\benign (94).png,benign\benign (94)_mask.png,benign,0,1,1,2,train
benign\benign (95).png,benign\benign (95)_mask.png,benign,0,1,1,2,train
benign\benign (97).png,benign\benign (97)_mask.png,benign,0,1,1,2,train
benign\benign (99).png,benign\benign (99)_mask.png,benign,0,1,1,2,train
malignant\malignant (1).png,malignant\malignant (1)_mask.png,malignant,1,1,1,2,train
malignant\malignant (101).png,malignant\malignant (101)_mask.png,malignant,1,1,1,2,train
malignant\malignant (102).png,malignant\malignant (102)_mask.png,malignant,1,1,1,2,train
malignant\malignant (103).png,malignant\malignant (103)_mask.png,malignant,1,1,1,2,train
malignant\malignant (104).png,malignant\malignant (104)_mask.png,malignant,1,1,1,2,train
malignant\malignant (106).png,malignant\malignant (106)_mask.png,malignant,1,1,1,2,train
malignant\malignant (107).png,malignant\malignant (107)_mask.png,malignant,1,1,1,2,train
malignant\malignant (109).png,malignant\malignant (109)_mask.png,malignant,1,1,1,2,train
malignant\malignant (11).png,malignant\malignant (11)_mask.png,malignant,1,1,1,2,train
malignant\malignant (111).png,malignant\malignant (111)_mask.png,malignant,1,1,1,2,train
malignant\malignant (112).png,malignant\malignant (112)_mask.png,malignant,1,1,1,2,train
malignant\malignant (113).png,malignant\malignant (113)_mask.png,malignant,1,1,1,2,train
malignant\malignant (114).png,malignant\malignant (114)_mask.png,malignant,1,1,1,2,train
malignant\malignant (115).png,malignant\malignant (115)_mask.png,malignant,1,1,1,2,train
malignant\malignant (117).png,malignant\malignant (117)_mask.png,malignant,1,1,1,2,train
malignant\malignant (118).png,malignant\malignant (118)_mask.png,malignant,1,1,1,2,train
malignant\malignant (119).png,malignant\malignant (119)_mask.png,malignant,1,1,1,2,train
malignant\malignant (12).png,malignant\malignant (12)_mask.png,malignant,1,1,1,2,train
malignant\malignant (120).png,malignant\malignant (120)_mask.png,malignant,1,1,1,2,train
malignant\malignant (121).png,malignant\malignant (121)_mask.png,malignant,1,1,1,2,train
malignant\malignant (123).png,malignant\malignant (123)_mask.png,malignant,1,1,1,2,train
malignant\malignant (125).png,malignant\malignant (125)_mask.png,malignant,1,1,1,2,train
malignant\malignant (126).png,malignant\malignant (126)_mask.png,malignant,1,1,1,2,train
malignant\malignant (127).png,malignant\malignant (127)_mask.png,malignant,1,1,1,2,train
malignant\malignant (128).png,malignant\malignant (128)_mask.png,malignant,1,1,1,2,train
malignant\malignant (129).png,malignant\malignant (129)_mask.png,malignant,1,1,1,2,train
malignant\malignant (13).png,malignant\malignant (13)_mask.png,malignant,1,1,1,2,train
malignant\malignant (135).png,malignant\malignant (135)_mask.png,malignant,1,1,1,2,train
malignant\malignant (136).png,malignant\malignant (136)_mask.png,malignant,1,1,1,2,train
malignant\malignant (137).png,malignant\malignant (137)_mask.png,malignant,1,1,1,2,train
malignant\malignant (138).png,malignant\malignant (138)_mask.png,malignant,1,1,1,2,train
malignant\malignant (139).png,malignant\malignant (139)_mask.png,malignant,1,1,1,2,train
malignant\malignant (140).png,malignant\malignant (140)_mask.png,malignant,1,1,1,2,train
malignant\malignant (141).png,malignant\malignant (141)_mask.png,malignant,1,1,1,2,train
malignant\malignant (142).png,malignant\malignant (142)_mask.png,malignant,1,1,1,2,train
malignant\malignant (144).png,malignant\malignant (144)_mask.png,malignant,1,1,1,2,train
malignant\malignant (147).png,malignant\malignant (147)_mask.png,malignant,1,1,1,2,train
malignant\malignant (149).png,malignant\malignant (149)_mask.png,malignant,1,1,1,2,train
malignant\malignant (15).png,malignant\malignant (15)_mask.png,malignant,1,1,1,2,train
malignant\malignant (150).png,malignant\malignant (150)_mask.png,malignant,1,1,1,2,train
malignant\malignant (151).png,malignant\malignant (151)_mask.png,malignant,1,1,1,2,train
malignant\malignant (152).png,malignant\malignant (152)_mask.png,malignant,1,1,1,2,train
malignant\malignant (155).png,malignant\malignant (155)_mask.png,malignant,1,1,1,2,train
malignant\malignant (156).png,malignant\malignant (156)_mask.png,malignant,1,1,1,2,train
malignant\malignant (157).png,malignant\malignant (157)_mask.png,malignant,1,1,1,2,train
malignant\malignant (158).png,malignant\malignant (158)_mask.png,malignant,1,1,1,2,train
malignant\malignant (159).png,malignant\malignant (159)_mask.png,malignant,1,1,1,2,train
malignant\malignant (160).png,malignant\malignant (160)_mask.png,malignant,1,1,1,2,train
malignant\malignant (161).png,malignant\malignant (161)_mask.png,malignant,1,1,1,2,train
malignant\malignant (162).png,malignant\malignant (162)_mask.png,malignant,1,1,1,2,train
malignant\malignant (163).png,malignant\malignant (163)_mask.png,malignant,1,1,1,2,train
malignant\malignant (165).png,malignant\malignant (165)_mask.png,malignant,1,1,1,2,train
malignant\malignant (166).png,malignant\malignant (166)_mask.png,malignant,1,1,1,2,train
malignant\malignant (167).png,malignant\malignant (167)_mask.png,malignant,1,1,1,2,train
malignant\malignant (168).png,malignant\malignant (168)_mask.png,malignant,1,1,1,2,train
malignant\malignant (17).png,malignant\malignant (17)_mask.png,malignant,1,1,1,2,train
malignant\malignant (170).png,malignant\malignant (170)_mask.png,malignant,1,1,1,2,train
malignant\malignant (171).png,malignant\malignant (171)_mask.png,malignant,1,1,1,2,train
malignant\malignant (173).png,malignant\malignant (173)_mask.png,malignant,1,1,1,2,train
malignant\malignant (175).png,malignant\malignant (175)_mask.png,malignant,1,1,1,2,train
malignant\malignant (176).png,malignant\malignant (176)_mask.png,malignant,1,1,1,2,train
malignant\malignant (178).png,malignant\malignant (178)_mask.png,malignant,1,1,1,2,train
malignant\malignant (180).png,malignant\malignant (180)_mask.png,malignant,1,1,1,2,train
malignant\malignant (181).png,malignant\malignant (181)_mask.png,malignant,1,1,1,2,train
malignant\malignant (183).png,malignant\malignant (183)_mask.png,malignant,1,1,1,2,train
malignant\malignant (184).png,malignant\malignant (184)_mask.png,malignant,1,1,1,2,train
malignant\malignant (185).png,malignant\malignant (185)_mask.png,malignant,1,1,1,2,train
malignant\malignant (187).png,malignant\malignant (187)_mask.png,malignant,1,1,1,2,train
malignant\malignant (188).png,malignant\malignant (188)_mask.png,malignant,1,1,1,2,train
malignant\malignant (190).png,malignant\malignant (190)_mask.png,malignant,1,1,1,2,train
malignant\malignant (191).png,malignant\malignant (191)_mask.png,malignant,1,1,1,2,train
malignant\malignant (192).png,malignant\malignant (192)_mask.png,malignant,1,1,1,2,train
malignant\malignant (193).png,malignant\malignant (193)_mask.png,malignant,1,1,1,2,train
malignant\malignant (195).png,malignant\malignant (195)_mask.png,malignant,1,1,1,2,train
malignant\malignant (196).png,malignant\malignant (196)_mask.png,malignant,1,1,1,2,train
malignant\malignant (197).png,malignant\malignant (197)_mask.png,malignant,1,1,1,2,train
malignant\malignant (198).png,malignant\malignant (198)_mask.png,malignant,1,1,1,2,train
malignant\malignant (20).png,malignant\malignant (20)_mask.png,malignant,1,1,1,2,train
malignant\malignant (202).png,malignant\malignant (202)_mask.png,malignant,1,1,1,2,train
malignant\malignant (204).png,malignant\malignant (204)_mask.png,malignant,1,1,1,2,train
malignant\malignant (205).png,malignant\malignant (205)_mask.png,malignant,1,1,1,2,train
malignant\malignant (207).png,malignant\malignant (207)_mask.png,malignant,1,1,1,2,train
malignant\malignant (208).png,malignant\malignant (208)_mask.png,malignant,1,1,1,2,train
malignant\malignant (209).png,malignant\malignant (209)_mask.png,malignant,1,1,1,2,train
malignant\malignant (210).png,malignant\malignant (210)_mask.png,malignant,1,1,1,2,train
